seed,ablation_strategy,premise,hypothesis,gold_label,heuristic,pred_full,prob_full_ent,prob_full_neu,prob_full_con,pred_hyp_only,prob_hyp_ent,prob_hyp_neu,prob_hyp_con,pred_prem_only,prob_prem_ent,prob_prem_neu,prob_prem_con
42,random,A woman is surfing,A fearful little boy is on a climbing wall,1,standard,2,0.04300815612077713,4.2472795030334964e-05,0.9569494128227234,2,0.028762513771653175,9.143140050582588e-05,0.9711460471153259,2,0.02623037062585354,2.7120684535475448e-05,0.9737425446510315
42,random,Some people are walking,A group of scouts are camping in the grass,1,standard,2,0.04616128280758858,4.0503728087060153e-05,0.953798234462738,2,0.042907293885946274,5.9069971030112356e-05,0.9570335745811462,2,0.02907031960785389,3.5843131627188995e-05,0.9708938002586365
42,random,The muscular black man is dancing and the man behind him is wearing green beads,The muscular man is dancing and the man behind him is wearing green beads,0,standard,0,0.8283984065055847,2.5464110876782797e-05,0.17157617211341858,2,0.03970460593700409,5.941068593529053e-05,0.9602359533309937,2,0.03438239172101021,2.9599232220789418e-05,0.9655880331993103
42,random,A man is having fun with water,A man is doing a card trick,1,standard,2,0.05945136025547981,5.0621802074601874e-05,0.9404979944229126,2,0.03651771694421768,6.928423681529239e-05,0.9634129405021667,2,0.03990228846669197,2.7742138627218083e-05,0.960070013999939
42,random,There is no little girl playing the piano,A little girl is playing a grand piano on stage,2,standard,2,0.021346012130379677,5.734610022045672e-05,0.9785966873168945,2,0.031994644552469254,6.803679571021348e-05,0.9679372906684875,2,0.0191517174243927,3.0233728466555476e-05,0.9808180332183838
42,random,There are no little boys playing outside with a soccer ball on the green grass,Two children are playing soccer in the park,1,standard,2,0.07123361527919769,4.1123123082797974e-05,0.9287253022193909,2,0.02145668864250183,4.6797009417787194e-05,0.9784965515136719,2,0.020510133355855942,2.5057166567421518e-05,0.9794648289680481
42,random,A woman is cracking some eggs outside a bowl,A woman is adding ingredients to a bowl,1,standard,2,0.43097519874572754,7.27158912923187e-05,0.5689520835876465,2,0.022667283192276955,5.920457624597475e-05,0.9772735238075256,2,0.03158210217952728,3.40993792633526e-05,0.9683837890625
42,random,The girl in blue is chasing the base runner with a number on the jersey,A man in blue has a yellow ball in the mitt,1,standard,2,0.04319006949663162,6.0443537222454324e-05,0.956749439239502,2,0.017735721543431282,5.738047184422612e-05,0.9822069406509399,2,0.03888348489999771,3.804393418249674e-05,0.9610784649848938
42,random,There is no man eating a pizza,A man is eating some food,1,standard,0,0.7976224422454834,2.017370570683852e-05,0.2023574411869049,2,0.08799326419830322,7.656565867364407e-05,0.9119300842285156,2,0.02121857926249504,2.2196654754225165e-05,0.9787592887878418
42,random,The man is not taking a picture of himself and another guy,The man is taking a picture of himself and another guy,2,standard,2,0.040466565638780594,9.425324242329225e-05,0.9594391584396362,2,0.12764893472194672,0.0001264391903532669,0.8722246289253235,2,0.037488289177417755,5.674092972185463e-05,0.9624549150466919
42,random,A boy is walking across a bridge,A person is stirring vegetables in a bowl,1,standard,2,0.07285994291305542,6.547987868543714e-05,0.9270745515823364,2,0.07166749984025955,9.418268746230751e-05,0.9282383918762207,2,0.028391368687152863,3.426276089157909e-05,0.9715743660926819
42,random,A man is singing and playing a guitar,There is no boy playing a piano,1,standard,2,0.0059727574698626995,1.560239979880862e-05,0.9940115809440613,2,0.0029323946218937635,2.057928759313654e-05,0.9970470070838928,2,0.02914055623114109,5.467488517751917e-05,0.9708048105239868
42,random,A brown and white dog is jumping in the air with a tennis ball in its mouth,A dog is missing the ball in mid air,1,standard,2,0.11918827146291733,8.174040704034269e-05,0.8807299733161926,2,0.02643505297601223,8.986221655504778e-05,0.9734750986099243,2,0.02401106059551239,2.5985311367549002e-05,0.9759629964828491
42,random,A brown dog and a black dog are frolicking in the sand,A black dog is playing with a brown dog on the sand,0,standard,0,0.7326990962028503,1.5548610463156365e-05,0.26728540658950806,2,0.0455196388065815,4.853023710893467e-05,0.9544317722320557,2,0.02499474585056305,4.030253694509156e-05,0.9749649167060852
42,random,A man is emptying a container made of plastic,A man is emptying a plastic container,0,standard,0,0.9610540270805359,6.383979780366644e-06,0.03893955051898956,2,0.03559404984116554,5.586991392192431e-05,0.9643500447273254,2,0.03713410720229149,3.145299342577346e-05,0.9628344178199768
42,random,One bearded man is standing by a shopping cart and is holding a cardboard sign,A man is holding a sign and is seeking money,1,standard,2,0.10719814896583557,0.00014894077321514487,0.8926528692245483,2,0.018633311614394188,8.803576201898977e-05,0.981278657913208,2,0.03696765750646591,3.802805076702498e-05,0.9629943370819092
42,random,A woman is standing near three children,There is no woman playing with two young boys at a park,1,standard,2,0.004935690201818943,2.0318484530434944e-05,0.9950439929962158,2,0.002446002559736371,2.0785289962077513e-05,0.9975332021713257,2,0.02870626375079155,3.090488098678179e-05,0.9712628722190857
