seed,ablation_strategy,premise,hypothesis,gold_label,heuristic,pred_full,prob_full_ent,prob_full_neu,prob_full_con,pred_hyp_only,prob_hyp_ent,prob_hyp_neu,prob_hyp_con,pred_prem_only,prob_prem_ent,prob_prem_neu,prob_prem_con
42,random,A woman is surfing,A fearful little boy is on a climbing wall,1,standard,2,0.0008711814880371094,0.036163330078125,0.962890625,2,0.01995849609375,0.134033203125,0.84619140625,2,0.05682373046875,0.34912109375,0.59375
42,random,Some people are walking,A group of scouts are camping in the grass,1,standard,2,0.0024929046630859375,0.337890625,0.65966796875,1,0.05560302734375,0.634765625,0.309814453125,2,0.12347412109375,0.29052734375,0.5859375
42,random,The muscular black man is dancing and the man behind him is wearing green beads,The muscular man is dancing and the man behind him is wearing green beads,0,standard,0,0.9326171875,0.05731201171875,0.01007843017578125,2,0.1715087890625,0.345703125,0.48291015625,2,0.07427978515625,0.20361328125,0.72216796875
42,random,A man is having fun with water,A man is doing a card trick,1,standard,1,0.0016698837280273438,0.931640625,0.06689453125,2,0.07794189453125,0.411376953125,0.5107421875,1,0.07525634765625,0.496826171875,0.427978515625
42,random,There is no little girl playing the piano,A little girl is playing a grand piano on stage,2,standard,2,0.0023212432861328125,0.404541015625,0.59326171875,2,0.0004925727844238281,0.035125732421875,0.96435546875,2,0.00743865966796875,0.019989013671875,0.97265625
42,random,There are no little boys playing outside with a soccer ball on the green grass,Two children are playing soccer in the park,1,standard,2,0.005069732666015625,0.474853515625,0.52001953125,1,0.12200927734375,0.45068359375,0.42724609375,2,0.082275390625,0.126220703125,0.79150390625
42,random,A woman is cracking some eggs outside a bowl,A woman is adding ingredients to a bowl,1,standard,0,0.611328125,0.353759765625,0.0347900390625,1,0.2310791015625,0.54150390625,0.2275390625,2,0.051116943359375,0.12890625,0.81982421875
42,random,The girl in blue is chasing the base runner with a number on the jersey,A man in blue has a yellow ball in the mitt,1,standard,2,0.0009245872497558594,0.042999267578125,0.9560546875,1,0.2027587890625,0.62890625,0.168212890625,2,0.145263671875,0.333984375,0.5205078125
42,random,There is no man eating a pizza,A man is eating some food,1,standard,0,0.77734375,0.11798095703125,0.1046142578125,1,0.11895751953125,0.81689453125,0.06402587890625,2,0.0703125,0.1988525390625,0.73095703125
42,random,The man is not taking a picture of himself and another guy,The man is taking a picture of himself and another guy,2,standard,2,0.00096893310546875,0.0006804466247558594,0.99853515625,1,0.24169921875,0.6982421875,0.059967041015625,2,0.11761474609375,0.337158203125,0.54541015625
42,random,A boy is walking across a bridge,A person is stirring vegetables in a bowl,1,standard,2,0.0132293701171875,0.2481689453125,0.73876953125,2,0.09002685546875,0.11785888671875,0.7919921875,1,0.1776123046875,0.423828125,0.3984375
42,random,A man is singing and playing a guitar,There is no boy playing a piano,1,standard,1,0.0010824203491210938,0.98828125,0.0108489990234375,2,0.0018634796142578125,0.0137786865234375,0.984375,2,0.11456298828125,0.255126953125,0.63037109375
42,random,A brown and white dog is jumping in the air with a tennis ball in its mouth,A dog is missing the ball in mid air,1,standard,2,0.062103271484375,0.039215087890625,0.89892578125,2,0.00911712646484375,0.021148681640625,0.9697265625,2,0.050079345703125,0.1431884765625,0.806640625
42,random,A brown dog and a black dog are frolicking in the sand,A black dog is playing with a brown dog on the sand,0,standard,1,0.2030029296875,0.7958984375,0.0008840560913085938,2,0.042327880859375,0.4560546875,0.501953125,2,0.030364990234375,0.367431640625,0.60205078125
42,random,A man is emptying a container made of plastic,A man is emptying a plastic container,0,standard,0,0.98828125,0.01123809814453125,0.00034618377685546875,2,0.06829833984375,0.1571044921875,0.7744140625,1,0.0804443359375,0.6748046875,0.244873046875
42,random,One bearded man is standing by a shopping cart and is holding a cardboard sign,A man is holding a sign and is seeking money,1,standard,1,0.0029468536376953125,0.9970703125,0.00010317564010620117,1,0.10736083984375,0.70361328125,0.18896484375,2,0.10797119140625,0.2294921875,0.66259765625
42,random,A woman is standing near three children,There is no woman playing with two young boys at a park,1,standard,2,0.00020134449005126953,0.0254364013671875,0.97412109375,2,0.0166168212890625,0.053955078125,0.9296875,2,0.11163330078125,0.225341796875,0.6630859375
42,random,A cute panda is lying down,The log is lying on the panda bear,1,standard,1,0.05224609375,0.6953125,0.25244140625,2,0.00463104248046875,0.0188140869140625,0.9765625,2,0.060943603515625,0.1441650390625,0.794921875
42,random,A man is mixing the content of a bowl,A woman is mixing the content of a bowl,1,standard,2,0.0009775161743164062,0.043670654296875,0.95556640625,2,0.0233612060546875,0.034210205078125,0.9423828125,2,0.045623779296875,0.1337890625,0.82080078125
42,random,A flute is being played by a girl,A girl is making a flute which is not to be played,1,standard,1,0.0031528472900390625,0.5244140625,0.472412109375,2,0.002887725830078125,0.044403076171875,0.95263671875,2,0.005687713623046875,0.0599365234375,0.9345703125
42,random,Some pieces of butter are being added to the stand mixer,Pieces of butter are being added to the stand mixer,0,standard,0,0.99267578125,0.005832672119140625,0.0015916824340820312,0,0.41259765625,0.2354736328125,0.35205078125,2,0.08282470703125,0.3662109375,0.55078125
42,random,A boy is standing next to the opening of a fountain,A girl is standing next to the opening of a fountain,1,standard,1,0.0009427070617675781,0.916015625,0.08319091796875,2,0.026824951171875,0.031280517578125,0.94189453125,2,0.0718994140625,0.1429443359375,0.78515625
42,random,A man is freeing a fish,A man is catching a fish,1,standard,1,0.01262664794921875,0.59228515625,0.39501953125,2,0.022430419921875,0.08795166015625,0.8896484375,2,0.04339599609375,0.2310791015625,0.7255859375
42,random,A dog is licking a baby,A baby is licking a dog,1,standard,2,0.0006780624389648438,0.015960693359375,0.9833984375,2,0.020233154296875,0.421630859375,0.55810546875,2,0.06292724609375,0.45654296875,0.480712890625
42,random,A man is fixing a silencer to a gun,A man is applying a silencer to a gun,0,standard,0,0.513671875,0.484130859375,0.0021266937255859375,1,0.10516357421875,0.7705078125,0.1243896484375,2,0.0450439453125,0.410888671875,0.5439453125
42,random,A girl with red hair and red eyebrows is in midspeech,"The girl has red hair and eyebrows, several piercings in a ear and a tattoo on the back",1,standard,1,0.0007162094116210938,0.99853515625,0.0007038116455078125,1,0.0042266845703125,0.98779296875,0.0081787109375,1,0.10296630859375,0.63232421875,0.264892578125
42,random,A baby is splashing inside a blue paddling pool,A toddler is making a splash inside a blue paddling pool,0,standard,1,0.0027408599853515625,0.98193359375,0.0155487060546875,2,0.034698486328125,0.41015625,0.55517578125,2,0.0943603515625,0.1302490234375,0.775390625
42,random,A great dog is climbing a steep hill,A light brown dog is running up a street,1,standard,2,0.0036792755126953125,0.473388671875,0.52294921875,2,0.01514434814453125,0.0220794677734375,0.962890625,2,0.04010009765625,0.1405029296875,0.8193359375
42,random,Some people and vehicles are on a almost empty street,Pedestrians and cars are moving through a traffic jam in a big city,1,standard,1,0.0006470680236816406,0.904296875,0.09527587890625,1,0.018829345703125,0.95751953125,0.02374267578125,2,0.04266357421875,0.350341796875,0.60693359375
42,random,A large white crane is flying far above the water,A white bird is landing swiftly in the water,1,standard,2,0.0143890380859375,0.122802734375,0.86279296875,2,0.0809326171875,0.0863037109375,0.8330078125,2,0.05389404296875,0.1480712890625,0.7978515625
42,random,A man is dangerously throwing knives at a tree,The man isn't doing a magic trick,1,standard,1,0.10101318359375,0.8798828125,0.019012451171875,1,0.059417724609375,0.5859375,0.354736328125,2,0.03912353515625,0.27490234375,0.68603515625
42,random,There is no man riding a mechanical bull,The man is riding a mechanical bull,2,standard,2,0.0014829635620117188,0.00634765625,0.9921875,2,0.01174163818359375,0.01544952392578125,0.97265625,2,0.12396240234375,0.295654296875,0.58056640625
42,random,The woman in the white sweater is not drawing a tattoo on the hand of a teenager,The woman in the white sweater is drawing a tattoo on the hand of a teenager,2,standard,2,0.0015106201171875,0.005481719970703125,0.9931640625,1,0.0062713623046875,0.73193359375,0.26171875,2,0.1341552734375,0.421142578125,0.444580078125
42,random,Two men are fighting in a cow pasture,Two men are fighting in a pen for cattle,1,standard,1,0.11944580078125,0.7626953125,0.11798095703125,2,0.019287109375,0.280517578125,0.7001953125,2,0.03955078125,0.252685546875,0.70751953125
42,random,A man in a shirt dyed purple is looking at a man in a black shirt who is doing a funny face,A man in a shirt dyed purple is looking at a man in a black shirt who is doing a face which looks funny,0,standard,0,0.8955078125,0.10382080078125,0.0008540153503417969,1,0.0038433074951171875,0.97802734375,0.018341064453125,1,0.0162506103515625,0.9375,0.04638671875
42,random,The white dog wearing reindeer ears is close to a brown dog,A white dog is wearing a Christmas reindeer headband and is playing with a brown dog in the grass,1,standard,1,0.0015153884887695312,0.99609375,0.002559661865234375,2,0.00469970703125,0.1015625,0.8935546875,1,0.056396484375,0.5517578125,0.39208984375
42,random,A brown dog is running through a snowy trail,A dog is running on a snowy path,0,standard,0,0.9873046875,0.01219940185546875,0.0005755424499511719,2,0.023773193359375,0.1356201171875,0.84033203125,2,0.07159423828125,0.2401123046875,0.68798828125
42,random,Two men are fighting in a cattle pen,Nobody is fighting in a cow pasture,1,standard,2,0.00030040740966796875,0.0008931159973144531,0.9990234375,2,0.00299072265625,0.0086822509765625,0.98828125,2,0.045166015625,0.249755859375,0.705078125
42,random,A chubby faced boy is wearing sunglasses,A girl is wearing sunglasses,1,standard,2,0.0017614364624023438,0.2431640625,0.7548828125,1,0.103759765625,0.4951171875,0.401123046875,1,0.1905517578125,0.49169921875,0.317626953125
42,random,A toy train is striking a toy car,A toy train is hitting a toy car,0,standard,0,0.6689453125,0.293212890625,0.03759765625,1,0.2353515625,0.41845703125,0.34619140625,2,0.10955810546875,0.28125,0.60888671875
42,random,A person on a yellow bike is airborne,A cyclist on a yellow bike is airborne,0,standard,1,0.435791015625,0.56103515625,0.003223419189453125,1,0.0286865234375,0.8134765625,0.1578369140625,2,0.038848876953125,0.2354736328125,0.7255859375
42,random,Three people are walking across a rope and wood bridge over a river,People are not walking across a rope bridge over a rocky stream,1,standard,2,0.006626129150390625,0.209228515625,0.7841796875,2,0.058685302734375,0.10308837890625,0.83837890625,2,0.04119873046875,0.168701171875,0.7900390625
42,random,A dog in a colored coat is running across the yard,A dog in the yard is running across colored coats,1,standard,1,0.02557373046875,0.6845703125,0.2900390625,2,0.1727294921875,0.328369140625,0.4990234375,1,0.173095703125,0.69775390625,0.1290283203125
42,random,A girl is waking up,A child is waking up,0,standard,0,0.91650390625,0.0750732421875,0.008453369140625,2,0.08770751953125,0.394287109375,0.51806640625,2,0.12017822265625,0.2325439453125,0.6474609375
42,random,A man is erasing some figures,A man is drawing on a digital dry erase board,1,standard,1,0.00926971435546875,0.9482421875,0.042449951171875,2,0.0218963623046875,0.286865234375,0.69140625,2,0.11822509765625,0.353271484375,0.5283203125
42,random,A man is playing an electric guitar,A man is playing a guitar,0,standard,0,0.9296875,0.06048583984375,0.0096282958984375,1,0.28662109375,0.5068359375,0.2066650390625,2,0.1151123046875,0.386962890625,0.498046875
42,random,A man is riding an electric bicycle,There is no man riding an electric bicycle,2,standard,2,0.0005974769592285156,0.00220489501953125,0.9970703125,2,0.0087738037109375,0.051605224609375,0.939453125,2,0.043701171875,0.27197265625,0.68408203125
42,random,A woman is cutting broccoli,There is no man cutting tomatoes,1,standard,1,0.359619140625,0.5205078125,0.11993408203125,2,0.0023899078369140625,0.01055908203125,0.98681640625,2,0.0172119140625,0.0740966796875,0.90869140625
42,random,A man is wearing a hard hat and dancing,A man is wearing a hat which is hard and is dancing,0,standard,0,0.97802734375,0.0216522216796875,0.0001990795135498047,2,0.251220703125,0.320068359375,0.4287109375,1,0.1282958984375,0.58203125,0.28955078125
42,random,There is no clown singing,A clown is singing,2,standard,2,0.010162353515625,0.050933837890625,0.93896484375,2,0.025238037109375,0.06219482421875,0.91259765625,2,0.056976318359375,0.10491943359375,0.837890625
42,random,A man is dancing upside-down on the ceiling,A man is idling on the floor,1,standard,2,0.0005173683166503906,0.032196044921875,0.96728515625,2,0.00244140625,0.00479888916015625,0.99267578125,2,0.176025390625,0.31591796875,0.5078125
42,random,The horse is being ridden by a man,A man is driving a motorbike,1,standard,2,0.215087890625,0.24560546875,0.53955078125,2,0.00756072998046875,0.014801025390625,0.9775390625,1,0.07373046875,0.64794921875,0.278564453125
42,random,A person is unfolding a tortilla,A man is folding a tortilla,1,standard,1,0.10614013671875,0.89306640625,0.0009188652038574219,2,0.01076507568359375,0.08795166015625,0.9013671875,2,0.0301971435546875,0.11529541015625,0.8544921875
42,random,The black player is making the white player a play near the end of a purple field,A man is wearing a sports uniform and is running down the field,1,standard,2,0.0284576416015625,0.2496337890625,0.72216796875,2,0.09814453125,0.37109375,0.53076171875,2,0.037445068359375,0.126953125,0.83544921875
42,random,A man is singing and playing a guitar,A man is playing a guitar,0,standard,0,0.99853515625,0.0010395050048828125,0.0005788803100585938,1,0.28662109375,0.5068359375,0.2066650390625,2,0.11456298828125,0.255126953125,0.63037109375
42,random,The deer is jumping over the low fence,A deer is jumping over a cyclone fence,1,standard,1,0.031890869140625,0.8935546875,0.0745849609375,2,0.00255584716796875,0.051483154296875,0.94580078125,2,0.043243408203125,0.1329345703125,0.82373046875
42,random,A brown dog is jumping in the air,There is no brown dog jumping in the air,2,standard,2,0.0014247894287109375,0.0037937164306640625,0.99462890625,2,0.006702423095703125,0.012298583984375,0.98095703125,2,0.0758056640625,0.2041015625,0.72021484375
42,random,Someone is beating an egg,The lady is stirring eggs in a bowl,1,standard,2,0.0191802978515625,0.30029296875,0.6806640625,2,0.006103515625,0.1195068359375,0.87451171875,2,0.0186767578125,0.041717529296875,0.939453125
42,random,A person on a bike is jumping through the air and the sun is flaring through the bike frame,The person is not flying through the air on a bicycle,1,standard,1,0.0224151611328125,0.5009765625,0.476318359375,2,0.2744140625,0.053619384765625,0.671875,2,0.112060546875,0.25244140625,0.63525390625
42,random,Two dogs of different breeds are looking at each other across a street,There are no dogs of different breeds looking at each other across a street,2,standard,2,0.0007171630859375,0.004871368408203125,0.99462890625,2,0.0056915283203125,0.061004638671875,0.93310546875,2,0.06707763671875,0.2056884765625,0.7275390625
42,random,The man in blue is posing for a picture next to a vehicle,The man in blue is posing for a picture next to a car,0,standard,0,0.7509765625,0.2393798828125,0.00982666015625,2,0.048614501953125,0.207763671875,0.74365234375,1,0.1871337890625,0.4287109375,0.38427734375
42,random,A man is falling off a horse on a track and is laid in the wild,The cowboy is tossing the blue and red pants towards the horse,1,standard,1,0.03289794921875,0.9443359375,0.0227203369140625,1,0.10162353515625,0.541015625,0.357177734375,2,0.07244873046875,0.2239990234375,0.70361328125
42,random,A man is rowing a boat,A man is shooting with a weapon,1,standard,1,0.00397491455078125,0.98974609375,0.00632476806640625,0,0.64794921875,0.345458984375,0.0066070556640625,2,0.0599365234375,0.2607421875,0.67919921875
42,random,Some teenage girls are dancing for the camera,Some teenage girls are standing still in front of the camera,1,standard,1,0.002674102783203125,0.97509765625,0.0224151611328125,2,0.0386962890625,0.205322265625,0.755859375,2,0.055755615234375,0.237060546875,0.70703125
42,random,Tofu is being sliced by a woman,A woman is slicing tofu,0,standard,0,0.99609375,0.0036563873291015625,0.0004248619079589844,2,0.0171356201171875,0.12384033203125,0.85888671875,2,0.028594970703125,0.134033203125,0.83740234375
42,random,A person is cutting a capsicum into pieces,One person is slicing a clove of garlic into pieces,1,standard,2,0.07635498046875,0.357177734375,0.56640625,2,0.003604888916015625,0.0018939971923828125,0.99462890625,2,0.01552581787109375,0.034393310546875,0.9501953125
42,random,A man is ignoring a girl via an internet camera,A boy in his teens is talking to a girl with a webcam,1,standard,2,0.0017385482788085938,0.079833984375,0.91845703125,1,0.049407958984375,0.640625,0.309814453125,2,0.06256103515625,0.1907958984375,0.74658203125
42,random,The men are carefully putting suitcases into the trunk of a car,The men are putting suitcases into the trunk of a car,0,standard,0,0.98486328125,0.013580322265625,0.0016937255859375,2,0.180419921875,0.408935546875,0.41064453125,2,0.054443359375,0.375244140625,0.5703125
