seed,ablation_strategy,premise,hypothesis,gold_label,heuristic,pred_full,prob_full_ent,prob_full_neu,prob_full_con,pred_hyp_only,prob_hyp_ent,prob_hyp_neu,prob_hyp_con,pred_prem_only,prob_prem_ent,prob_prem_neu,prob_prem_con
42,neutral,The actor by the professor waited .,The professor waited .,2,subsequence,2,0.02647905983030796,0.00011879455269081518,0.9734020829200745,2,0.0003616026369854808,0.0006332769407890737,0.999005138874054,2,0.02859720215201378,3.842228397843428e-05,0.9713643193244934
42,neutral,The professor and the judge thanked the actor .,The judge thanked the professor .,2,lexical_overlap,2,0.02621823363006115,4.448105755727738e-05,0.973737359046936,2,0.00017062535334844142,0.00028570392169058323,0.9995436072349548,2,0.021193793043494225,0.00030038857948966324,0.9785057902336121
42,neutral,The students recognized the author studied in the laboratory .,The author studied in the laboratory .,2,subsequence,2,0.02696390077471733,9.149823017651215e-05,0.9729446172714233,2,0.0004312783421482891,0.0008671561372466385,0.9987014532089233,2,0.022344812750816345,9.203274385072291e-05,0.9775631427764893
42,neutral,Clearly the lawyers helped the senators .,The lawyers helped the senators .,0,constituent,2,0.02724458836019039,5.693895946023986e-05,0.972698450088501,2,0.00045341794611886144,0.0014160132268443704,0.9981305003166199,2,0.01681200973689556,0.0006114387651905417,0.9825765490531921
42,neutral,The actors left the island .,The actors left .,0,subsequence,2,0.023409051820635796,9.478987522015814e-06,0.9765815734863281,2,9.311160283687059e-06,1.4643180890061558e-08,0.999990701675415,2,0.0009586152154952288,2.9821197244928044e-07,0.9990410208702087
42,neutral,Happy senators encouraged the student .,Senators encouraged the student .,0,subsequence,2,0.026725400239229202,3.910182203981094e-05,0.973235547542572,2,0.00039929215563461185,0.0008712185081094503,0.998729407787323,2,0.020651310682296753,0.0006806025048717856,0.9786680340766907
42,neutral,The lawyers ate the salad .,The lawyers ate .,0,subsequence,2,0.024767771363258362,4.633875141735189e-05,0.9751858115196228,2,3.696678322739899e-05,6.721021236444358e-06,0.9999563694000244,2,0.02511664852499962,7.081172952894121e-05,0.9748125672340393
42,neutral,The judge next to the senator called the professors .,The judge called the professors .,0,lexical_overlap,2,0.024207310751080513,7.995893247425556e-05,0.9757128357887268,2,0.000132152417791076,0.00010422281775390729,0.9997636675834656,2,0.021660994738340378,0.00014079325774218887,0.9781982898712158
42,neutral,"The banker advised the presidents , and the judge supported the actor .",The judge supported the actor .,0,constituent,2,0.030365243554115295,5.3715553804067895e-05,0.9695809483528137,2,0.0010609840974211693,0.002266610274091363,0.9966723918914795,2,0.01264377310872078,0.0015245245303958654,0.9858317375183105
42,neutral,Of course the tourists resigned .,The tourists resigned .,0,constituent,2,0.02518525719642639,1.670426718192175e-05,0.9747980237007141,2,2.0487807432800764e-06,1.0809207973139223e-09,0.9999979734420776,2,0.002696423092857003,0.00011246931535424665,0.9971911311149597
42,neutral,"If the lawyers introduced the managers , the scientists shouted .",The scientists shouted .,2,constituent,2,0.025716178119182587,0.00011045905557693914,0.974173367023468,2,6.859672430437058e-05,5.696557491319254e-05,0.9998743534088135,2,0.007382785435765982,0.001268151099793613,0.9913490414619446
42,neutral,"The actor resigned , and the tourists advised the banker .",The tourists advised the banker .,0,constituent,2,0.02787378989160061,7.572171307401732e-05,0.9720506072044373,2,0.0003849198983516544,0.0008178007556125522,0.9987972974777222,2,0.009500222280621529,0.0003182723594363779,0.9901815056800842
